/* ---------------------------------------------------------------------------|
 *
 * This file was generated by compilefs.
 * Edit only if you aren't going to recompile.
 *
 * ---------------------------------------------------------------------------|
 *
 * Distributed under the CC0 public domain license.
 * By Alison G. Watson. Attribution is encouraged, though not required.
 * See licenses/cc0.txt for more information.
 *
 * ---------------------------------------------------------------------------|
 */
[en enu default]
"LITH_BOSS_DIV_1" = "Wait.\n\nYou must leave this place.";
"LITH_BOSS_DIV_2" = "I cannot let you have it.\n\nIf you acquire it, everything will go to waste.";
"LITH_BOSS_DIV_3" = "I know you have defeated me once before.\n\nTime has repeated.";
"LITH_BOSS_DIV_4" = "You must leave, now.";
"LITH_BOSS_DIV_5" = "If time is allowed to repeat once more the Artifact may not be in my hands.\n\nI do not know if any others would know how to handle it.";
"LITH_BOSS_DIV_6" = "I do not know if I can.\n\nLeave. Now.";
"LITH_BOSS_DIV_7" = "If you are so avaritious that you must truly defeat me once more,\n\ndo not touch the Artifact.";
"LITH_BOSS_DIV_8" = "Kill me if you must.\n\nBut I will not hold back.\n\nI plead of you to leave,\n\nor die by my hand.";
"LITH_ENDING_Credits" = "\cd>>>>>                             [[[[ Lithium ]]]]\n\cd>>>>>                         Project Golan, Xevv 2\n\n\cdOriginal music\cj for ending sequences by \cn_sink\cj\nIntermission music - \cdThe Alchemist\cj by \cnSkaven\cj\nTitle music - \cdShredder\cj by \cn505\cj\nFonts by \cnJimmy\cj\n\nSprites by:\n* \cnAnthony Cole\cj * \cnBloax\cj * \cnCage\cj * \cnCaptain J\cj * * \cnGAA1992\cj * \cnHorrorMovieGuy\cj * \cnKate Fox\cj * \cnMarlboro * Mike\cj * \cnMarrub\cj * \cnMike12\cj * \cnMinigunner\cj * * \cnMrEnchanter\cj * \cnScuba Steve\cj * \cnSeryder\cj * \cnSgt. * Shivers\cj * \cnSlax\cj * \cnSolo Spaghetti\cj * \cnTheRailgunner\cj * \cnTurbo\cj * \cnwildweasel\cj * \cntorridGristle\cj * \cnzrrion the * insect\cj * and others... *\n\nWith sound help from:\n* \cna1337spy\cj * \cnKyle873\cj * \cnShadowlink226\cj * \cnTerminusEst13\cj * \cnwildweasel\cj * and others... *\n\nAnd code help from:\n* \cnDavidPH\cj * \cnInsanityBringer\cj * \cnYholl\cj * \cnZombie\cj *\n\nAll of my thanks to:\n\cnDavidPH\cj, for making this project possible.\n\cnKate\cj, \cnKyle873\cj, \cnSe7enytes\cj and \cnXaser\cj, for being an inspiration.\n\cnYholl\cj and \cnZombie\cj, for tons of help dealing with ZDoom.";
"LITH_ENDING_Dedication" = "Dedicated to the loving memory of Kaitlyn Anne Fox.\n         You were my biggest inspiration.\n\n                   Goodnight.";
"LITH_ENDING_TimeOut1" = ">>>>>[[[[INCOMING MESSAGE]]]]\n\n> Remotes: <hidden>@<hidden>.mailserv, <hidden>@corp.<hidden>\n> Date: Loading...\n\n>>>>>[[[[RECEIVING SPLIT TRANSMISSION 1/2]]]]\n\nThe mission has failed, several samples of demonic energy have been delivered throughout A.O.F territory and are already confirmedly in their secret databases around the galaxy. You are to be immediately transfered to [REDACTED]'s military and follow all orders you are given.\n\nYou will not hear from me again.\nDelete this transmission upon reading.\n\n>>>>>[[[[RECEIVING SPLIT TRANSMISSION 2/2]]]]\n\n77777777777777777777777777732069089143XXXXXXXXXX\n[[[[[[[[[>> data stream corrupt, retrying";
"LITH_ENDING_TimeOut2" = ">>>>>[[[[REDELIVERING MESSAGE]]]]\n\n> Remotes: <hidden>@<hidden>.mailserv, <hidden>@corp.<hidden>\n> Date: Loading...\n\n>>>>>[[[[RECEIVING SPLIT TRANSMISSION 2/2]]]]\n\nHi,\n\nWe are going to transfer an undisclosed amount of funds to your account for your work. Thank you.\n\nGood luck, [REDACTED]";
"LITH_ENDING_Barons_Stan" = "As you're flung through the gate your body is desynthesized. If the demons were really smart enough they'd have stopped there.\n\nYour body is in Deimos now... but something feels wrong. The air is humid and hot as hell, and reality bends around you.\n\nThe walls seem to flex and twitch with your every movement. You look up to the sky and see nothing but red;\n\nDeimos is in Hell itself!\n\nYou ready yourself for the coming onslaught.";
"LITH_ENDING_CyberDemon_Stan" = "What the demon said to you still rings in your ears, as the tower collapses around you. You feel like you've been falling forever at this point, and have no idea when it will end.\n\nCould one with a mission so important really be misunderstood so badly? Did it merely mistake you for some kind of hybrid?\n\nWas it right?\n\nAll of these thoughts vanish instantly as you hit the ground harder than two planets colliding. Somehow you haven't died.\n\nYou get ready for the next wave.";
"LITH_BOSS_BAR_1_Stan" = "\cgWhat a riot!\n\cyA human comes to our domain.";
"LITH_BOSS_BAR_2_Stan" = "\cgIt's quite amusing to see someone so strong of will here.\n\cyDon't fret though. It'll be over quite soon.";
"LITH_BOSS_BAR_3_Stan" = "\cgAn incredible sight seeing a warrior here.\n\cyThis place is cursed. If you leave, it will only be worse.";
"LITH_BOSS_BAR_4_Stan" = "\cgYou won't be allowed to pass. Deimos is...\n\cyDeimos is ours now. I think it's only fair to tell you.";
"LITH_BOSS_BAR_5_Stan" = "\cgSomeone so ready to die must be prepared for hard knowledge.\n\cyApologies for being harsh, but we have already won.";
"LITH_BOSS_BAR_6_Stan" = "\ctYour universe is forfeit.";
"LITH_BOSS_BAR_7_Stan" = "\cgIt won't be long now until our masters' plans are in full force.\n\cyIt will be too late by the time you get through the gate.";
"LITH_BOSS_BAR_8_Stan" = "\cgYour species is doomed. But we will grant you one last fight.\n\cyBesides, you wouldn't be nearly enough to stop them.";
"LITH_BOSS_BAR_9_Stan" = "\cgIf you wish to leave, we cannot grant that.\n\cyIf you go through, you will only see despair.";
"LITH_BOSS_BAR_10_Stan" = "\ctPrepare for your last breath.";
"LITH_BOSS_CYB_1_Stan" = "What? A human has ascended the tower?\n\nAstonishing!";
"LITH_BOSS_CYB_2_Stan" = "I see by now you know how this will go.\n\nIf you're ready then come at me.";
"LITH_BOSS_CYB_3_Stan" = "I look down on you and see something greater than what you really are.\n\nI see the crazed eyes of a demon.";
"LITH_BOSS_CYB_4_Stan" = "If you were pure with our blood, you would be renouned as one of our greatest warriors.\n\nBut I merely jest.";
"LITH_BOSS_CYB_5_Stan" = "No being that fails like yours to realize the absolute glory of the kill, genocide of the inferior, could ever be worthy of being one of us.";
"LITH_BOSS_CYB_6_Stan" = "To kill indiscriminately the degenerate races that threaten our growth.\n\nDisgusting.";
"LITH_BOSS_CYB_7_Stan" = "A human becoming something like me is but an absurd fantasy.";
"LITH_BOSS_CYB_8_Stan" = "I've seen few who have come to this tower with such conviction. Most of them were killed simply by the power of my barrier, or sheer terror.";
"LITH_BOSS_CYB_9_Stan" = "You deserve, of all humans, a death less wanton than that.\n\nI will fight you with all of my strength.";
"LITH_BOSS_CYB_10_Stan" = "You certainly seem to be in such a state where you can't think of anything but killing anyhow. Like a real demon. Heh heh.\n\nPrepare yourself.";
"LITH_BOSS_SPI_1_Stan" = "You have come to my lair?\n\nA pity. You're a powerful one.";
"LITH_BOSS_SPI_2_Stan" = "If you had simply surrendered to my subordinates, this would be much, much easier.";
"LITH_BOSS_SPI_3_Stan" = "At this point all I can do for you is give you one piece of advice.";
"LITH_BOSS_SPI_4_Stan" = "If you really want to see what's on the other side of my portal, be prepared for disappointment.";
"LITH_BOSS_SPI_5_Stan" = "The Nobles did not exaggerate.\n\nWhile they have slick tongues in the courts of our land, they never lie to humans.";
"LITH_BOSS_SPI_6_Stan" = "Not that it would do them any good. You intrepid beasts will just shoot anything that looks scary to you.";
"LITH_BOSS_SPI_7_Stan" = "We will never empathize with your kind. If we are to successfully live on, all of you must die.";
"LITH_BOSS_SPI_8_Stan" = "It's you or us.\n\nWe expand. You extinguish.";
"LITH_BOSS_SPI_9_Stan" = "You're honestly not worth my time. If anything I shouldn't even be talking to you.\n\nBut I want to let it seep into you. Your race will perish under our hand. There is no need for undercode here. It has already begun and you can not stop it.";
"LITH_BOSS_SPI_9_Stan" = "Once we're done with you, what next, you say?\n\nWe find a new enemy.";
"LITH_BOSS_SPI_10_Stan" = "You will not be the last.\n\nAs for yourself, I will keep you as a pet. Laughable and disgusting as you are.";
"LITH_BOSS_IOS_1_Stan" = "I think it's about time I ended this already.";
"LITH_BOSS_IOS_2_Stan" = "While I find myself impressed by your ability to kill that which is mine, I have no need for someone who dares to try and destroy me.";
"LITH_BOSS_IOS_3_Stan" = "You're useless.\n\nIt's utterly baffling my spawn saw anything in such an idiotic, flaccid worm.";
"LITH_BOSS_IOS_4_Stan" = "Why do you think they sent you of all people on this mission? Why do you think they chose to disband you?";
"LITH_BOSS_IOS_5_Stan" = "Think about it.";
"LITH_BOSS_IOS_6_Stan" = "One who doesn't even think highly of himself, can't bring himself to kill on orders.\n\nCan't even pull the trigger without hesitation.\n\nCan't even see the glory in killing for sport.";
"LITH_BOSS_IOS_7_Stan" = "You should never have thought that someone had \"realized your potential.\" Now you're here. You fucking idiot.";
"LITH_BOSS_IOS_8_Stan" = "What kind of utter moron even takes a suicide mission?\n\nOh, I know.\n\nHa ha.";
"LITH_BOSS_IOS_9_Stan" = "You should kill yourself now.\n\nIt will be less painful than what I will do to you.";
"LITH_BOSS_IOS_10_Stan" = "Maybe your brute strength will be useful to me, even if I have to chain you down to use it.\n\nI can keep you alive as long as I want.";
"LITH_ENDING_IconOfSin_Stan" = "\cdYou awaken in a hospital bed, cybernetics turned off,\n\cdbody aching all over. It's over. The fight against\n\cdHell has been won.\n\n\cnA man is sitting next to you, and he gives you a total\n\cnfor your payment. It's too much for you to fathom. You\n\cnend up settling down in a nice house in a big city,\n\cnliving the high life.\n\n\cyThe effort you went through almost seems worth it now,\n\cybut still in your mind lingers memories of\n\cyhorrors no man should know.\n\n\ckIn the end, the corporation you worked with\n\ckmerged with a new company, the UAC, and\n\ckyou never heard from them again.\n\n\cgIf what you saw was real...\n\cg...maybe it's best nobody knows you're a hero.";
"LITH_ENDING_Normal_Stan" = "You finish your work on this plane of Hell and prepare for the next.\n\nSome day you'll find the end of it.";
"LITH_ENDING_SpiderDemon_Stan" = "The massive spider demon explodes into a million bits as your body is once again shuttled through dimensions of space-time.\n\nAs you travel to the next plane, your mind feels like it too is being spread infinitely. You think of a hundred things at once.\n\nA lot of them are starting to seem like sad thoughts.\n\nWhy did you get chosen?\n\nIs there really a threat, or am I just fighting such a long and horrendeous war against nothing?\n\nDid any of the demons really exaggerate?\n\nThese thoughts all seem to fly away as you are returned to the corporeal world.\n\nYou seem to be on some kind of twisted version of Earth...";
"LITH_ENDING_Barons_Jem" = "As you enter the portal you feel like you did that fated day many years ago, but it's not just your jaw now. Your whole body feels like it's been removed from this galaxy, and you're stretched across an infinitely long corridor.\n\nSub-space travel feels like a soothing lull compared to this. As you awaken on Deimos, you feel as if you've had a hangover, and woke up in the hottest depths of the sun.\n\nAs you look around yourself, you notice the heat is not coming from your body, but from everything around you. You check your depth meter to find you've successfully entered Hell.\n\nFor a moment, you almost feel like crying, but steel yourself instead.";
"LITH_ENDING_CyberDemon_Jem" = "The tower collapses around you, crumpling like a facade made of paper. As you fall ever deeper into the heart of Hell, you feel a sense of dread.\n\nFamiliar as you are with the workings of this place, you have no idea why or how the demon knew so much about you.\n\nCould it sense your fear? Did it know of your link to Delsona? Would it matter?\n\nAt this point you can't seem to bring yourself to care.\n\nYou take a nap during the fall, and wake up in a strange place...";
"LITH_BOSS_BAR_1_Jem" = "\cgTerrifying! \cmHa ha ha.\n\cyA human comes to our domain.";
"LITH_BOSS_BAR_2_Jem" = "\cgAn intrepid hero comes through the portal.\n\cyDon't fret though. It'll be over quite soon.";
"LITH_BOSS_BAR_3_Jem" = "\cgWhat in the world are you? Some kind of insane robot?\n\cyThis place is cursed. If you leave, it will only be worse.";
"LITH_BOSS_BAR_4_Jem" = "\cgWhatever you are, you shall not pass.\n\cyDeimos is ours now. I think it's only fair to tell you.";
"LITH_BOSS_BAR_5_Jem" = "$LITH_BOSS_BAR_5_Stan";
"LITH_BOSS_BAR_6_Jem" = "\ctYour life is forfeit.";
"LITH_BOSS_BAR_7_Jem" = "\cgIt won't be long now until your pathetic race is wiped from this universe.\n\cyIt will be too late by the time you get through the gate.";
"LITH_BOSS_BAR_8_Jem" = "\cgAs amusing a thought as that is, for such a worm to come here...\n\cyWe offer a battle you have no chance of winning.";
"LITH_BOSS_BAR_9_Jem" = "\cgInteresting. Very interesting. I'll see to your demise.\n\cyIt will be less painful than what you would go through.";
"LITH_BOSS_BAR_10_Jem" = "\ctPrepare to die.";
"LITH_BOSS_CYB_1_Jem" = "Interesting. Another one has climbed all the way up here.\n\nYou're much, much too late.";
"LITH_BOSS_CYB_2_Jem" = "I can allow you a fight, however. You have withstood my barrier quite excellently.";
"LITH_BOSS_CYB_3_Jem" = "You are quite a piece of work. Not to berate you, but it's quite ugly to have so much technology shoved into the kind of pile of flesh that you humans have.";
"LITH_BOSS_CYB_4_Jem" = "If you were truly so strong, why would you have to modify your body so heavily? I just can't understand it. Do you think you'll become something else, just by replacing parts of flesh with metal?";
"LITH_BOSS_CYB_5_Jem" = "A real, superior being knows better. We'll always be what we always were, and we'll always acknowledge it. Other beings just can't understand that.";
"LITH_BOSS_CYB_6_Jem" = "Hahahahahaha! I feel like a fucking fool. Talking to a human as if we could ever be equals.\n\nNo, you aren't worth my time.";
"LITH_BOSS_CYB_7_Jem" = "You can't even use the forces of absolute power this realm holds. It's like watching children in a sand box filled with sulfur. Fucking moron.";
"LITH_BOSS_CYB_8_Jem" = "You look like you're ready to die. Are you seriously someone capable of withstanding me? It almost seems like a joke, but here you are.";
"LITH_BOSS_CYB_9_Jem" = "No, if you were really so weak, your intestines would be all over the walls right now. I can see that you channel your energy from somewhere.\n\nWherever it may be, it must be long gone by now.";
"LITH_BOSS_CYB_10_Jem" = "Did I strike a nerve?\n\nGood.\n\nNow fuck off and die.";
"LITH_BOSS_SPI_1_Jem" = "A-hah! Finally one comes who...\n\nNo, wait.";
"LITH_BOSS_SPI_2_Jem" = "Yes, I can tell. You...\n\nI will have to think.";
"LITH_BOSS_SPI_3_Jem" = "In the meanwhile. I will offer you some advice.\n\nYou will take it.";
"LITH_BOSS_SPI_4_Jem" = "The beings here will not understand you. I'm sorry that I do. Had we met in different circumstances I may not have to kill you.\n\nI'm sorry.";
"LITH_BOSS_SPI_5_Jem" = "I can see in your memories experiences much like mine.\n\nA few different choices and we'd be the same.\n\nBut we diverge.";
"LITH_BOSS_SPI_6_Jem" = "You can't understand why you're wrong. You're simply incapable. You don't see reality, like you've got goggles on that give a rose tint to your ideal world.\n\nYou can't face the facts.";
"LITH_BOSS_SPI_7_Jem" = "No one will empathize with you. Your modifications do not change who you are. And most importantly,\n\nyou seek such disgust in your masters that you abhor them and become violent. It is utterly disgusting.";
"LITH_BOSS_SPI_8_Jem" = "You are utterly disgusting.\n\nYour line will die out.";
"LITH_BOSS_SPI_9_Jem" = "Such a small divergence creates such a massive difference.\n\nWhat a shame. You're disappointing after all.";
"LITH_BOSS_SPI_10_Jem" = "You will be the last in line.\n\nYour friends are gone. Your family slain. Whatever you had left must have been shattered long ago. Whatever you work for now is hilarious by comparison. Burning a candle that ran out of wick long ago.\n\nEnough.";
"LITH_BOSS_IOS_1_Jem" = "You fucking scum.\n\nYou are not worthy of being here.";
"LITH_BOSS_IOS_2_Jem" = "My defeat is impossible from the likes of you.\n\nIf you had the slightest microcosm of humanity left in you, maybe you wouldn't be so fucking pathetic.";
"LITH_BOSS_IOS_3_Jem" = "This is the end.\nYou will not see your friends in the afterlife.\nThis realm already consumed them.";
"LITH_BOSS_IOS_4_Jem" = "What a disgusting pile of flesh, not even in its original form, like the Gods should have intended.";
"LITH_BOSS_IOS_5_Jem" = "They're idiots. They shouldn't even be considered Gods when they can't create a species incapable of subservience.";
"LITH_BOSS_IOS_6_Jem" = "As for you, I think you're much the same.\nSo much deception.";
"LITH_BOSS_IOS_7_Jem" = "You defy your masters,\nyou defy your humanity,\nyou defy your very body.";
"LITH_BOSS_IOS_8_Jem" = "Stupid girl. Do you think those modifications could possibly trick me? Even if they could, I know your origins. You come from Delsona.";
"LITH_BOSS_IOS_9_Jem" = "It's too bad you couldn't save any of those who were captured.\nYour society is fucking laughable.";
"LITH_BOSS_IOS_10_Jem" = "A bunch of idiotic sheep waiting to be herded.\nI think I've had my fun now.\nI won't bother assimilating you.\n\cgYou\c- will simply fade into nonexistence.";
"LITH_ENDING_IconOfSin_Jem" = "\cdYou are at last free.\n\cdFree again to think and observe, and see for yourself\n\cdthe abolishment of your former captors.\n\n\cnNo more distrust of your will.\n\n\cnFor this sake, this is only the beginning.\n\n\n\ctBut for the ones you replaced, and the ones you mourn,\n\ct        for yourself,\n\n\crthis is merely an end.\n\n\czPerhaps one day you will forgive yourself for\n\czwhat you have sacrificed, but today that is no matter.\n\n\cvToday is the beginning. The beginning of life once again.\n\cvYour parents are waiting back at home.\n\n\cvIt's time to go back.";
